Month,Locality,FIPS,Households PA,Households NPA,Households Total,Persons PA,Persons NPA,Persons Total,Issuance Amount PA,Issuance Amount NPA,Issuance Amount Total,PA Avg# Per Household,NPA Avg# Per Household,All SNAP Avg# Per Household
03/01/2020 12:00:00 AM,Statewide,51999,"68,593","269,298","337,891","96,078","591,906","687,984","17,490,471","101,674,184.7","119,164,655.7",254.9892,377.5527,352.6719
04/01/2020 12:00:00 AM,Statewide,51999,"70,483","298,181","368,664","99,118","647,490","746,608","18,111,284","112,545,582.57","130,656,866.57",256.9596,377.4405,354.4064
05/01/2020 12:00:00 AM,Statewide,51999,"71,624","308,402","380,026","101,187","665,833","767,020","18,522,225","115,626,200.71","134,148,425.71",258.6036,374.9204,352.998
06/01/2020 12:00:00 AM,Statewide,51999,"72,296","312,390","384,686","102,079","671,640","773,719","18,684,526","116,509,173.34","135,193,699.34",258.4448,372.9606,351.4391
07/01/2020 12:00:00 AM,Statewide,51999,"73,050","317,084","390,134","103,112","682,299","785,411","18,873,338","117,964,729.58","136,838,067.58",258.3619,372.0299,350.7463
08/01/2020 12:00:00 AM,Statewide,51999,"72,557","316,397","388,954","102,118","680,143","782,261","18,592,768.5","117,000,269.44","135,593,037.94",256,370,349
09/01/2020 12:00:00 AM,Statewide,51999,"72,346","313,936","386,282","101,583","676,787","778,370","18,547,753.25","117,249,140","135,796,893.25",256,373,352
10/01/2020 12:00:00 AM,Statewide,51999,"71,872","308,886","380,758","100,719","665,830","766,549","19,386,160","121,937,196","141,323,356",270,395,371
11/01/2020 12:00:00 AM,Statewide,51999,"71,477","305,126","376,603","99,960","658,475","758,435","19,341,959","121,886,354","141,228,313",271,399,375
12/01/2020 12:00:00 AM,Statewide,51999,"71,553","305,934","377,487","100,102","658,980","759,082","19,315,966.58","120,725,267","140,041,233.58",270,395,371
01/01/2021 12:00:00 AM,Statewide,51999,"71,334","303,872","375,206","99,814","653,450","753,264","22,024,370","137,001,912.96","159,026,282.96",309,451,424
02/01/2021 12:00:00 AM,Statewide,51999,"69,009","309,924","378,933","92,060","666,902","758,962","20,686,943","142,051,926.09","162,738,869.09",300,458,429
03/01/2021 12:00:00 AM,Statewide,51999,"70,332","309,908","380,240","95,085","664,080","759,165","21,138,855.33","139,665,553.22","160,804,408.55",301,451,423
04/01/2021 12:00:00 AM,Statewide,51999,"70,667","307,020","377,687","96,642","654,585","751,227","22,598,675","150,110,149.5","172,708,824.5",320,489,457
05/01/2021 12:00:00 AM,Statewide,51999,"70,931","305,388","376,319","97,613","649,889","747,502","22,876,999","149,514,061.5","172,391,060.5",323,490,458
06/01/2021 12:00:00 AM,Statewide,51999,"71,536","305,665","377,201","98,809","649,510","748,319","23,091,380.92","149,224,136.16","172,315,517.08",323,488,457
