FIPS,State,County,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
01053,AL,Escambia,61.348156267125965,31.738824082048072,1.8737440956183615,0.22443174404342495,3.3247214175735276,0.031316057308384875,15.167410423027741,22.64933844828936,"36,840",24.4,1,32,1,0,0
01055,AL,Etowah,79.27702767404003,15.049315330843626,3.3007756391841427,0.629129560471129,0.35621947716173513,0.028727377190462512,15.807718088671837,22.968495643014457,"42,145",19,0,30.7,0,1,0
01057,AL,Fayette,86.0274926048373,11.356649846296618,1.1832260309726814,0.21460472130386868,0.2726059973319413,0,17.887593527057597,22.255089611971464,"37,085",20.4,0,29.4,0,0,0
01059,AL,Franklin,79.63979308604593,3.819707292455211,14.856169568508706,0.16086298258894777,0.3816553116326016,0.0063083522583901085,15.218899823366137,24.81390360837749,"38,535",21.1,0,32.4,0,0,0
01061,AL,Geneva,84.70324748040314,9.417693169092946,3.434117207913401,0.2388951101157148,0.7353490108249346,0.02986188876446435,17.4468085106383,22.362821948488243,"36,289",22.4,0,34.8,1,1,0
01063,AL,Greene,17.26920950801548,81.24930901050304,0.7628524046434495,0.16583747927031509,0.12161415146489774,0,16.07517965726921,24.25649530127142,"25,398",37.7,1,54.7,1,0,1
01065,AL,Hale,39.42258883248731,58.78807106598985,0.8883248730964468,0.2220812182741117,0.14593908629441624,0.006345177664974619,15.038071065989847,24.841370558375633,"35,470",28.5,1,38.6,1,1,0
01067,AL,Henry,67.80141024159056,28.407120564096637,2.248294994798289,0.260085539244018,0.31210264709282165,0.011559357299734134,17.593341810195355,22.644780950179168,"42,501",17,0,27.5,1,1,0
01069,AL,Houston,68.66869528395718,25.64132864584872,2.9493731966478576,0.7937211340561513,0.3870129102779994,0.042344924025328176,14.451436280737,24.546269215240233,"43,568",18.3,0,29.5,1,1,0
01071,AL,Jackson,90.06143498600335,3.3272587220771412,2.515640558363237,0.30999304864072746,1.2775471095496647,0.05448362673079452,16.48223645894001,22.51676780581284,"40,201",18.4,0,26.9,0,0,0
01073,AL,Jefferson,51.667512065922914,41.841340327366936,3.870814894011232,1.3797219598278423,0.21732329383749505,0.023387691999283183,13.127936749961275,23.46787837185215,"48,415",18,0,26.2,1,1,0
01075,AL,Lamar,86.11645152430651,11.226311452897555,1.2359241966492722,0.027464982147761604,0.16478989288656962,0.006866245536940401,18.758582806921176,22.157374347706675,"36,520",24.7,0,33.8,0,0,0
01077,AL,Lauderdale,85.45880119513747,9.91273770615582,2.24573665987121,0.7280846519755363,0.3484019890194048,0.024808810363610868,16.77614902544521,21.55346298633358,"43,008",17.3,0,23.9,0,1,0
01079,AL,Lawrence,76.93875768077113,11.40685517924226,1.671568770202976,0.11939776930021259,5.614607297824631,0.014560703573196656,14.557791432482018,23.192288651387635,"41,771",18.7,0,26.4,0,1,0
01081,AL,Lee,69.80541473257895,22.584440308883615,3.259249752222864,2.577595242678988,0.28307200867041715,0.047059830156794796,9.066860610209131,22.525259007322795,"46,442",21,0,20.7,0,1,0
01083,AL,Limestone,78.65478002464303,12.502717982170036,5.5458916189509795,1.1004807808460777,0.5882921408035563,0.03140779396487159,12.305815273851803,23.989514628784033,"55,060",14.3,0,18.8,0,1,0
01085,AL,Lowndes,25.143818036994425,73.30737233383485,0.7699796442163023,0.12390477033365785,0.22125851845296043,0,14.64731392158598,24.179130896539515,"31,117",35.2,1,46.7,1,1,0
01087,AL,Macon,15.229349244825658,82.18814096587731,1.0814842438933432,0.35427932127540557,0.13052396046988626,0.009323140033563304,14.12921872086519,20.6041394741749,"29,522",32.2,1,46.1,1,0,1
01089,AL,Madison,66.14030004987889,23.749817060968724,4.600804633061638,2.4392866423146193,0.6974083886132774,0.09587498618623641,12.207782898411343,23.741752809794182,"59,117",13.3,0,19.1,0,1,0
01091,AL,Marengo,45.68887620678176,51.54325391163742,1.6740381414371996,0.2520568792504875,0.14742949541066247,0.04280211157083749,16.2838255576164,24.68730679602416,"35,389",23.3,1,34.8,1,0,1
01093,AL,Marion,92.63387054847934,3.827657915258643,2.053548219391734,0.17221211333506628,0.30543280478294776,0.02274499610085781,18.34221471276319,21.656485573173903,"34,977",19.8,0,30.4,0,0,0
01095,AL,Marshall,83.91833926402133,1.4932433158817016,12.08140272417463,0.5106483621625689,0.6127780345950827,0.06772809856050914,14.902331781679013,25.00456895902988,"40,599",20.1,0,32.7,0,0,0
01097,AL,Mobile,59.057802572446924,34.449093444909344,2.405857740585774,1.817710754687742,0.8574015961568263,0.03801526421819309,12.910903843173719,25.08063110181311,"42,530",18.4,0,26.9,1,1,0
01099,AL,Monroe,54.71215536674181,41.53372637419802,0.9537020981446159,0.29044563898040576,1.1097624414773712,0.017340038148083926,15.684064504941912,25.320790705739554,"35,163",28.6,1,35.7,1,0,0
01101,AL,Montgomery,38.41029285455806,54.46737267998761,3.6248217890418246,2.089264615478521,0.2267148581070181,0.036623169386518314,11.955284854139508,24.488256606340165,"42,666",22.8,0,33.8,1,1,0
01103,AL,Morgan,77.48347142020253,11.765838145451502,7.662565905096661,0.5565319273579379,0.7766340279521299,0.05774541802661311,14.119173152565068,23.955142689764834,"47,234",16.4,0,24,0,1,0
01105,AL,Perry,29.66669813993013,68.39769615711452,1.0763856104239449,0.283259371164196,0.16051364365971107,0.04720989519403267,16.702860919648757,24.105372486073083,"26,218",40,1,54.4,1,0,1
01107,AL,Pickens,55.84422161450421,41.37040413248253,1.5851311658057328,0.16205813835713562,0.14180087106249367,0.005064316823660488,16.89456092373139,23.300921705661906,"33,160",24.3,1,35.3,1,1,0
01109,AL,Pike,57.409039788443415,36.44487674397398,2.218912428949208,1.960545913249643,0.5623271224049363,0.018237636402322257,12.799781148363174,20.31064774005289,"34,442",25.9,1,36,1,0,0
01111,AL,Randolph,75.41570287609653,20.093396761663683,2.8324531925108016,0.2356740714878017,0.36660411120324704,0.021821673285907565,16.968533147121722,23.88600357875442,"37,333",18.7,0,31.7,1,0,0
01113,AL,Russell,52.11060116720494,41.41122254329802,3.675373486694242,0.4211758928740061,0.35696073431922487,0.2115322870039851,12.691937220239108,25.495306627382096,"36,124",23,0,36.3,1,1,0
01115,AL,St. Clair,87.26448386826648,8.491141602765783,2.0528034644049145,0.612491476559042,0.30146064861890354,0.04904716902132954,13.05013577691912,23.71729690285072,"53,558",12.4,0,17.5,0,1,0
01117,AL,Shelby,80.15531691314042,10.562575287695108,5.929210344208935,1.8960965732885664,0.23476945946638647,0.03178101853038419,10.573339826229592,25.610374964758954,"70,879",8.5,0,10.2,0,1,0
01119,AL,Sumter,24.006393954806367,74.71481508392066,0.6248637651674781,0.23977330523868345,0.07992443507956114,0.0072658577345055585,14.989464506284966,22.291651529463053,"25,931",33.2,1,44.2,1,0,1
01121,AL,Talladega,64.50158583563208,31.538078283165838,2.030598728901095,0.39980070724623595,0.27949593515694304,0.007291198308441992,14.085379932191856,23.435126563050638,"37,911",22.4,0,31.1,1,0,0
01123,AL,Tallapoosa,69.29546328335256,26.552287581699346,2.503844675124952,0.4733756247597078,0.28594771241830064,0.0048058439061899275,17.284217608612074,22.152537485582467,"39,051",21.7,0,34.5,0,0,0
01125,AL,Tuscaloosa,65.0434612855499,29.488430872924543,3.0561606115403586,1.177975505507151,0.23374568469505178,0.03904323524576689,10.81394870951833,21.466587210258094,"47,868",20,0,25.1,0,1,0
01127,AL,Walker,90.39732629097475,5.796517613356609,1.9500768392939738,0.28348477388359217,0.3476418542888262,0.03879265326828104,16.254121719409756,22.540023573996987,"37,305",20.6,0,31.1,0,1,0
01129,AL,Washington,65.15556566748194,24.799499459643933,0.8588817473408793,0.10238325464990614,7.929014276776066,0.05119162732495307,14.731812752403162,25.504806325009955,"42,658",22.4,0,31.5,1,0,0
01131,AL,Wilcox,26.649528706083974,72.15081405312768,0.6169665809768637,0.03427592116538132,0.11996572407883462,0.00856898029134533,15.012853470437019,26.99228791773779,"23,014",33.2,1,49.2,1,0,1
01133,AL,Winston,94.90687796111746,0.46969449436366606,2.609867668681588,0.24097369710831562,0.5677176931873876,0.032674399607907204,17.69727168763274,21.642705440287536,"36,497",18.9,0,29.3,0,0,0
02013,AK,Aleutians East,13.530722699777142,6.749442852594716,12.257242916268703,35.43457497612225,27.666348296720788,0.6049028971665075,4.934734161095192,11.811524992040752,"57,015",17.4,0,15.5,0,0,0
02016,AK,Aleutians West,31.3792483366301,5.7183959719474915,13.055205898219743,28.322244200683333,15.123179284301386,1.8342024815680633,3.4705988131631003,14.65563747527423,"80,695",8.5,0,8.5,0,0,0
02020,AK,Anchorage,62.644863720162014,5.245591551129783,7.5596417043032496,7.952684133696107,7.554844325043004,1.979261614797859,7.243700013021457,25.969584615490053,"77,791",8.7,0,12.4,0,1,0
02050,AK,Bethel,10.897548933168753,0.38206077705284197,1.0638923176394521,0.9287015811438312,82.61917357314994,0.10580144595309468,6.118850290953977,36.54852171868571,"44,849",24.2,0,31.5,1,0,0
02060,AK,Bristol Bay,47.7432296890672,0,2.4072216649949847,0.802407221664995,33.09929789368105,0.3009027081243731,8.324974924774322,22.567703109327983,"66,373",9,0,8.6,0,0,1
02068,AK,Denali,88.38992332968236,0.547645125958379,2.3001095290251916,1.04052573932092,3.5049288061336252,0.054764512595837894,7.502738225629792,22.508214676889377,"73,000",6.6,0,10.2,0,0,0
02070,AK,Dillingham,17.639777181761914,0.22694450175366207,2.0837631524654427,0.6602021869197442,70.78605322880132,0.12378791004745203,7.571693831235817,32.906952754281,"50,753",20,0,30.4,1,0,0
02090,AK,Fairbanks North Star,74.0502761808139,4.256976255623533,5.791086379520603,2.574271630747789,6.834322255357088,0.384296123220709,6.533034094752052,25.620766337709185,"70,881",8.1,0,10.1,0,1,0
02100,AK,Haines,82.21690590111643,0.3588516746411483,1.8740031897926632,0.518341307814992,9.05103668261563,0,13.75598086124402,19.896331738437002,"57,876",10.9,0,20.2,0,0,0
02105,AK,Hoonah-Angoon,46.18604651162791,0.37209302325581395,3.5813953488372094,0.5581395348837209,39.53488372093023,0.046511627906976744,13.395348837209303,19.72093023255814,"53,726",16.2,0,29.2,0,0,1
02110,AK,Juneau,67.3541167066347,0.8281374900079935,5.0775379696243,6.007993605115907,11.299760191846522,0.6810551558752997,8.425259792166267,23.456434852118306,"82,892",8,0,10.1,0,0,0
02122,AK,Kenai Peninsula,82.81407942238268,0.4476534296028881,2.9620938628158844,1.108303249097473,7.166064981949459,0.2003610108303249,11.328519855595667,23.666064981949457,"62,025",11.4,0,14,0,0,0
02130,AK,Ketchikan Gateway,66.17199673517845,0.5639237218965645,3.991986347109891,6.945165838094532,13.586109668323813,0.1780811753357572,10.143206945165838,23.944498033687022,"65,314",10.3,0,14.4,0,0,0
02150,AK,Kodiak Island,52.5088287227781,0.6253678634490877,7.3278399058269565,19.27604473219541,12.941436138905239,0.6327251324308417,6.731901118304886,28.649205414949968,"67,515",7.5,0,9.3,0,0,0
02164,AK,Lake and Peninsula,22.194972409564684,0.5518087063151441,2.6364193746168,0.3678724708767627,64.00980993255672,0.30656039239730226,7.786633966891478,30.16554261189454,"42,120",19.3,0,31.4,1,0,0
02170,AK,Matanuska-Susitna,82.78667340861846,0.918029102758582,3.7091971459070736,1.2079330299455027,5.320523624922748,0.24046294735659304,7.943142873195123,28.899376369458956,"76,601",9.8,0,11.8,0,1,0
02180,AK,Nome,15.918668352296672,0.28445006321112515,1.2115465655288664,0.9270965023177412,75.58997050147492,0.09481668773704172,6.352718078381796,34.33417614833544,"52,952",21.4,0,27.6,0,0,0
02185,AK,North Slope,32.4390243902439,0.9650053022269354,2.64050901378579,4.390243902439024,53.51007423117709,1.0922587486744433,4.262990455991517,23.870625662778366,"70,834",12.6,0,17.6,0,0,0
02188,AK,Northwest Arctic,11.032832646550577,0.46523993087863885,0.7709690283131729,0.5582879170543665,81.11125880632726,0.15951083344410474,6.048119101422305,35.29177189950817,"53,774",26.3,0,34.9,0,0,0
02195,AK,Petersburg,69.43643512450852,0.39318479685452157,3.4076015727391877,2.5163826998689385,15.80602883355177,0.15727391874180865,11.48099606815203,23.35517693315858,"63,098",7.9,0,10.3,0,0,0
02198,AK,Prince of Wales-Hyder,49.577262097499556,0.3058103975535168,2.2845835581939196,0.37776578521316784,38.94585357078611,0.37776578521316784,10.05576542543623,25.616118006835762,"45,305",15.6,0,23.8,0,0,0
02220,AK,Sitka,63.51762188942687,0.4841797094921743,4.920617047629772,5.731336561198063,16.236910257853847,0.32653980407611755,11.350073189956086,23.53338587996847,"68,472",9.2,0,10.4,0,0,0
02230,AK,Skagway,90.08264462809917,0,2.169421487603306,0.5165289256198348,3.512396694214876,0.10330578512396695,9.090909090909092,15.702479338842975,"65,878",3.7,0,6.3,0,0,1
02240,AK,Southeast Fairbanks,78.74519846350833,1.0101010101010102,3.329065300896287,0.9105135865699245,11.338739507753592,0.1564945226917058,9.446578460662968,26.30530658699673,"60,203",13.5,0,21.4,0,0,0
02261,AK,Valdez-Cordova,72.11498547114985,0.4669987546699875,3.6218347862183475,3.6322125363221254,13.179742631797426,0.5603985056039851,8.281444582814446,24.366957243669574,"70,101",9.5,0,12.2,0,0,0
02270,AK,Wade Hampton,2.667917951468025,0.01340662287169862,0.09384636010189033,0.2279125888188765,94.94570317736962,0,5.4162756401662415,41.57393752513742,,,1,,1,0,
02275,AK,Wrangell,71.71802448290417,0.16884761502743773,1.561840439003799,1.3507809202195018,16.082735331363445,0.04221190375685943,15.787252005065428,21.950189953566905,"54,500",12,0,16,0,0,0
02282,AK,Yakutat,40.483383685800604,0.3021148036253776,2.56797583081571,4.078549848942599,35.49848942598187,1.812688821752266,9.667673716012084,24.47129909365559,"53,795",15.4,0,26.1,0,0,0
02290,AK,Yukon-Koyukuk,21.796707229778097,0.161059413027917,1.1811023622047243,0.25053686471009307,70.99141016463851,0.10737294201861132,10.18253400143164,27.773801002147458,"37,755",23.4,1,34.4,1,0,1
04001,AZ,Apache,20.369697139181746,0.21952515450655777,5.75099974831511,0.2586761374758802,71.81408876087139,0.03355798540227635,11.560725971084203,31.68433121731592,"31,072",38,1,44.7,1,0,0
04003,AZ,Cochise,58.47532471487521,3.75801318654546,32.39002329724545,1.8348484156350402,0.7529730635116411,0.2885508504255935,17.273460935239747,23.030773681726128,"43,451",16.9,0,25.7,0,1,0
04005,AZ,Coconino,55.22277025167198,1.1121774127554476,13.514257444893282,1.3294053756481503,26.491396433592968,0.10266253040819515,8.870637772371877,23.648090700113823,"51,955",19.5,0,20.7,1,1,0
04007,AZ,Gila,65.85816370319235,0.3638263335634457,17.889060954904192,0.47763867380636976,14.207884769669942,0.06343638636490849,23.22891206597384,21.40231729387839,"41,346",21.3,0,36.6,0,0,0
04009,AZ,Graham,52.34551316496508,1.7006985491671143,30.413756045137024,0.5185384202041913,13.632455668995163,0.13164965072541643,11.448146157979581,28.41214400859753,"44,169",22.9,0,26.9,1,0,0
04011,AZ,Greenlee,48.05025482991584,0.936351783809411,47.88431907075975,0.5215123859191656,1.6830627000118523,0.059262771127177906,12.04219509304255,29.192841057247836,"58,854",10.1,0,11.3,0,0,0
04012,AZ,La Paz,62.73610229879447,0.5612767826638684,23.45648884767436,0.4392600907804188,10.742349553418908,0.02440333837668993,32.61750207428376,17.951095709893114,"34,835",22.2,0,36.9,1,0,0
04013,AZ,Maricopa,58.68447312461211,4.649844372074527,29.57051093796706,3.3612016608346034,1.5522709940512696,0.17612769008652343,12.12016817928295,26.403723019231528,"56,017",16.3,0,23,0,1,0
04015,AZ,Mohave,79.61495808897725,0.8567032659626547,14.770763190233083,1.0070634310091613,1.8947378937588042,0.15785319652722968,23.30732418850469,20.613329603468774,"40,360",17.4,0,29.8,0,1,0
04017,AZ,Navajo,43.91013411013597,0.7836275814572494,10.768829863470112,0.5044253552848328,42.39313534793251,0.06328583793241445,13.25372967640462,29.75644259136893,"37,658",28.1,1,36.7,1,0,0
04019,AZ,Pima,55.26068004198873,3.1700676247088793,34.56235724494345,2.5087144980479725,2.4032326018629693,0.13628995483865045,15.433919264523906,22.985260078162696,"47,107",18.7,0,27.7,0,1,0
04021,AZ,Pinal,58.67578571998829,4.259786571573037,28.468744178619897,1.6270591053037762,4.633153258642254,0.39625302711765176,13.857146658860472,26.532187242196027,"50,888",15.8,0,21.6,0,1,0
04023,AZ,Santa Cruz,15.95107549557149,0.18768452129902996,82.81948544917756,0.4955714888232813,0.24251370729649938,0.014761703922395614,13.125263601855758,30.704344158582874,"34,893",24.4,0,36.7,1,0,0
04025,AZ,Yavapai,81.9625366648818,0.5231409305653618,13.613036823624741,0.8069827941601551,1.3263328484170722,0.0862424360171158,24.0564271938512,19.081849758094705,"47,220",15.1,0,23.4,0,1,0
04027,AZ,Yuma,35.26010084239672,1.6188933900720812,59.724854534587315,1.0426511231104822,0.9997394649324908,0.10421402700369346,15.655603291937206,28.191426863719727,"40,426",21.1,0,30.8,1,1,0
05001,AR,Arkansas,71.03948682896052,24.365108575634892,2.697302697302697,0.4837267995162732,0.1629948998370051,0.0105157999894842,16.378358483621643,23.26620747673379,"41,179",20.7,0,30.5,1,0,1
05003,AR,Ashley,68.18743421955796,25.712716789456824,4.891776872740585,0.18304123003706585,0.24252962979911227,0.009152061501853291,16.217452981284033,24.390243902439025,"39,871",19.6,0,31.2,1,0,1
05005,AR,Baxter,95.96271047623635,0.1421241538795076,1.6573121672729025,0.3926480861416905,0.5227278202009009,0.03854214342495122,28.08517813696914,18.081083034230243,"36,902",16.4,0,28.5,0,0,0
05007,AR,Benton,76.6268032294354,1.195903116938271,15.488910675479694,2.8214639083035524,1.5541770767917085,0.2864384496180068,12.192157730901467,27.94265809459698,"60,294",10.8,0,15.3,0,1,0
05009,AR,Boone,95.21990082107146,0.17342763460965233,1.8264097769829009,0.41460043898870014,0.669322277321627,0.05690594260629217,18.08254071484703,23.263691298810397,"40,909",16.5,0,25.1,0,0,0
05011,AR,Bradley,58.01181786583246,27.519986096628436,13.173444560305875,0.21724018074383036,0.1303441084462982,0.008689607229753215,17.735488355926314,23.29683698296837,"37,331",28,1,40.2,1,0,0
05013,AR,Calhoun,73.37928464977645,22.168405365126674,2.8315946348733236,0.20491803278688525,0.18628912071535023,0,17.194485842026825,20.529061102831594,"40,526",16.7,0,23.1,0,0,1
05015,AR,Carroll,84.02681629381331,0.26962034540552354,12.712234934052322,0.5829629089849159,0.8161480725788822,0.05829629089849158,18.69489178751002,22.52787291408584,"37,587",16.6,0,27.7,1,0,0
05017,AR,Chicot,40.347457627118644,53.788135593220346,4.59322033898305,0.4491525423728814,0.19491525423728814,0.025423728813559324,18.21186440677966,23.084745762711865,"29,968",31.4,1,43.2,1,0,1
05019,AR,Clark,70.35007610350075,23.335507719069362,4.026962383126767,0.5218525766470972,0.365296803652968,0.021743857360295715,14.829310719721677,19.48249619482496,"37,856",22.5,0,28.2,1,0,0
05021,AR,Clay,96.85382080457626,0.3481937449480818,1.349250761673817,0.11191941801902631,0.24870981782005847,0.006217745445501461,20.021140334514705,22.321706149350245,"35,324",20.8,0,27.9,1,0,1
05023,AR,Cleburne,95.8567577974586,0.2579899884482095,1.9907585675779746,0.19638043896804003,0.48517520215633425,0.026954177897574125,23.557951482479783,19.876780901039663,"43,913",15.6,0,24.7,0,0,0
05025,AR,Cleveland,85.09609851536425,12.118770859707677,1.668776614109794,0.11508804235239958,0.26470249741051904,0.011508804235239959,16.296466797099782,24.755437910001152,"44,123",18.1,0,25.9,0,1,0
05027,AR,Columbia,59.24160964483545,36.681329423264906,2.1709025741283803,0.6964809384164222,0.25252525252525254,0.012218963831867057,15.998696643857935,22.784294558488106,"38,057",23.8,1,32.8,1,0,1
05029,AR,Conway,82.41902881586988,11.16908757580031,3.5585013867343585,0.3572603770037136,0.6910167818361304,0.01880317773703756,16.88525360785973,24.18558736426456,"43,702",17.8,0,29.1,0,0,0
05031,AR,Craighead,79.59105378306357,13.027384050682786,4.434743838329376,1.107389857221364,0.29343757452588576,0.02384828344203312,12.172993374324731,25.03136567713572,"42,460",17.3,0,24.3,0,1,0
05033,AR,Crawford,86.79860528184929,1.1235229547362304,6.069606766965842,1.4108607218957836,2.148576225221153,0.03067088525860399,13.290178859688769,26.393103893588172,"46,545",14.4,0,22.5,0,1,0
05035,AR,Crittenden,45.23987269655416,50.98620879336765,1.9920631802286748,0.591332364150721,0.2357471219205532,0.01178735609602766,10.759891556323916,29.093159404345602,"37,371",25.9,1,37.3,1,1,0
05037,AR,Cross,74.66703973139339,22.193620593172916,1.4885282596530498,0.4644655847789591,0.25741466144376046,0.016787912702853944,15.439283715724677,25.14829322887521,"39,132",21.5,0,31.8,1,0,0
05039,AR,Dallas,54.1276490882208,41.84327254805323,2.3164120256283884,0.1232134056185313,0.39428289797930016,0.01232134056185313,18.161655988171514,23.570724494825036,"33,352",21.3,0,35.9,0,0,1
05041,AR,Desha,46.76353013530135,47.478474784747846,4.443419434194342,0.33056580565805654,0.2613776137761378,0.015375153751537515,15.144526445264454,25.960947109471093,"30,987",30.9,1,45.7,1,0,1
05043,AR,Drew,68.00475444378411,27.764871143767895,2.452860770436004,0.49165270949267925,0.22691663515046734,0.016208331082176237,14.776595169917336,23.56151061645686,"39,339",21.2,0,29.3,0,0,0
05045,AR,Faulkner,82.41652463417434,10.151275643120181,3.9165643738354072,1.1180091312910092,0.5404593904819096,0.03709035032718988,9.994966309598453,24.499059494688133,"51,157",14.8,0,17,0,1,0
05047,AR,Franklin,93.77655172413793,0.6841379310344828,2.046896551724138,0.8937931034482758,1.009655172413793,0.13241379310344828,16.590344827586208,24.446896551724137,"41,933",18.2,0,26.9,0,0,0
05049,AR,Fulton,96.40669661086157,0.3184973458554512,0.7921600653327889,0.2286647611269906,0.6451612903225806,0.008166598611678236,22.392813393221722,21.21682319314006,"34,717",19.4,0,34.2,1,0,0
05051,AR,Garland,83.95921852870116,7.86470049154378,4.81337998833625,0.7175289510955595,0.55402815962676,0.041656252603515784,20.930184120636508,20.924977089061066,"37,723",19.3,0,28.2,0,1,0
05053,AR,Grant,94.10743292443847,2.1565003080714726,2.195709404581863,0.26326107656976416,0.4200974626113258,0.005601299501484344,14.512967008345937,24.169607348904947,"47,652",13.2,0,18.8,0,1,0
