,FIPS,State,County,GROC11,GROC16,PCH_GROC_11_16,GROCPTH11,GROCPTH16,PCH_GROCPTH_11_16,SUPERC11,SUPERC16,PCH_SUPERC_11_16,SUPERCPTH11,SUPERCPTH16,PCH_SUPERCPTH_11_16,CONVS11,CONVS16,PCH_CONVS_11_16,CONVSPTH11,CONVSPTH16,PCH_CONVSPTH_11_16,SPECS11,SPECS16,PCH_SPECS_11_16,SPECSPTH11,SPECSPTH16,PCH_SPECSPTH_11_16,SNAPS12,SNAPS17,PCH_SNAPS_12_17,SNAPSPTH12,SNAPSPTH17,PCH_SNAPSPTH_12_17,WICS11,WICS16,PCH_WICS_11_16,WICSPTH11,WICSPTH16,PCH_WICSPTH_11_16,geo_type
2830,51021.0,VA,Bland,0.0,1.0,,0.0,0.154440154,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,-20.0,0.737898465,0.6177606179999999,-16.281081081,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,-33.33333333333333,0.8904719501335707,0.6299212598425197,-29.259842519685037,1.0,1.0,0.0,0.14762327075004578,0.15451174974441528,4.666255474090576,county
2831,51023.0,VA,Botetourt,5.0,6.0,20.0,0.151524335,0.180995475,19.449773756,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.0,-5.0,0.606097339,0.573152338,-5.4355957770000005,0.0,0.0,0.0,0.0,0.0,0.0,21.916666666666664,21.0,-4.182509505703412,0.661056483883292,0.6326825741142444,-4.292206560378715,3.0,3.0,0.0,0.0909118428826332,0.0904240906238556,-0.536511242389679,county
2832,51025.0,VA,Brunswick,2.0,2.0,0.0,0.11674741699999999,0.122887865,5.259600614,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,0.9339793359999999,0.983102919,5.259600614,0.0,0.0,0.0,0.0,0.0,0.0,16.416666666666664,14.833333333333334,-9.644670050761404,0.96511855771115,0.9131576787326604,-5.383885592431135,2.0,1.0,-50.0,0.11678150296211245,0.060088932514190674,-48.54584884643555,county
2833,51027.0,VA,Buchanan,7.0,8.0,14.285714286,0.293895373,0.361958194,23.158860865999998,1.0,1.0,0.0,0.0419851,0.0452448,7.764003258,12.0,18.0,50.0,0.50382064,0.8144059359999999,61.64600488600001,1.0,0.0,-100.0,0.0419851,0.0,-100.0,31.333333333333332,26.249999999999996,-16.223404255319156,1.3132710228145912,1.2201357255740446,-7.091856564453834,4.0,4.0,0.0,0.16794726252555847,0.1808481812477112,7.681529521942139,county
2834,51029.0,VA,Buckingham,2.0,2.0,0.0,0.116198001,0.117233294,0.8909730359999999,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,15.384615385,0.755287009,0.879249707,16.412661196,0.0,0.0,0.0,0.0,0.0,0.0,13.583333333333336,15.416666666666668,13.496932515337413,0.7949048064918852,0.9034085359898428,13.64990230425348,3.0,2.0,-33.33333206176758,0.17432738840579987,0.11735711991786955,-32.68004608154297,county
2835,51031.0,VA,Campbell,9.0,10.0,11.111111111,0.164260554,0.18122508199999998,10.327816036,1.0,1.0,0.0,0.0182512,0.0181225,-0.704965567,40.0,38.0,-5.0,0.730046906,0.68865531,-5.669717288999999,1.0,3.0,200.0,0.0182512,0.05436749999999999,197.885103298,52.416666666666664,52.333333333333336,-0.15898251192367935,0.9502142136335344,0.9513421802096588,0.11870655689427197,6.0,7.0,16.66666603088379,0.1095290258526802,0.12673582136631012,15.70980453491211,county
2836,51033.0,VA,Caroline,3.0,3.0,0.0,0.10461345300000001,0.09976389199999999,-4.635695521000001,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,33.333333333,0.523067266,0.665092614,27.152405973,3.0,2.0,-33.333333333,0.10461345300000001,0.066509261,-36.423797014,21.333333333333336,26.249999999999996,23.046874999999968,0.7363431359013299,0.8617576573323265,17.032075851088255,2.0,2.0,0.0,0.06974473595619203,0.0665048360824585,-4.645368099212647,county
2837,51035.0,VA,Carroll,2.0,4.0,100.0,0.066462847,0.13468467,102.646553756,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.897248438,0.909121519,1.323276878,2.0,2.0,0.0,0.066462847,0.067342335,1.323276878,32.16666666666667,37.33333333333333,16.062176165803077,1.0775741739528548,1.2566760917373545,16.620843568243835,5.0,2.0,-60.0,0.16615711152553558,0.06723140925168991,-59.53744888305664,county
2838,51036.0,VA,Charles City,1.0,1.0,0.0,0.138811771,0.142389292,2.577246191,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.416435314,0.42716787700000003,2.577246191,0.0,0.0,0.0,0.0,0.0,0.0,1.5833333333333335,2.25,42.105263157894726,0.2212286339714033,0.3212450028555112,45.20950434338273,,,,,,,county
2839,51037.0,VA,Charlotte,2.0,1.0,-50.0,0.160128102,0.082440231,-48.516075845,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,42.857142857,0.560448359,0.8244023079999999,47.096926157,0.0,0.0,0.0,0.0,0.0,0.0,13.5,13.250000000000002,-1.8518518518518385,1.0883585940019351,1.0933245317270404,0.4562777151274668,1.0,1.0,0.0,0.0800512358546257,0.0825900211930275,3.1714506149291988,county
2840,51041.0,VA,Chesterfield,40.0,51.0,27.5,0.12483537300000001,0.150524623,20.578501542,6.0,6.0,0.0,0.0187253,0.0177088,-5.428626241,135.0,135.0,0.0,0.421319385,0.39844753,-5.428626241,13.0,10.0,-23.076923076999996,0.040571499999999996,0.029514599999999995,-27.252789417,179.08333333333331,188.74999999999997,5.397859469520703,0.5529721028275941,0.5493322157515009,-0.6582406341080901,33.0,36.0,9.090909004211426,0.10303516685962676,0.10637857764959337,3.2449219226837163,county
2841,51043.0,VA,Clarke,2.0,1.0,-50.0,0.140974131,0.06982265,-50.471302891,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,-30.0,0.704870656,0.488758553,-30.659824046999997,2.0,2.0,0.0,0.140974131,0.139645301,-0.9426057809999999,7.0,9.916666666666668,41.666666666666686,0.4887244292396844,0.6835309254664095,39.860192077934045,1.0,2.0,100.0,0.07048706710338593,0.13989926874637604,98.47509002685548,county
2842,51045.0,VA,Craig,2.0,4.0,100.0,0.386922035,0.778210117,101.12840466899999,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-50.0,0.386922035,0.19455252899999997,-49.717898833,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,66.66666666666666,0.5754843660080567,0.9877518767285656,71.6383511128671,1.0,2.0,100.0,0.19346101582050326,0.3904724717140198,101.83522033691406,county
2843,51047.0,VA,Culpeper,12.0,9.0,-25.0,0.253485425,0.178809131,-29.459797747,1.0,1.0,0.0,0.0211238,0.019867700000000002,-5.946396996,21.0,17.0,-19.047619047999998,0.44359949299999996,0.337750581,-23.861368997,1.0,4.0,300.0,0.0211238,0.079470725,276.214412016,33.166666666666664,33.083333333333336,-0.2512562814070209,0.6922557798139606,0.6451256451256452,-6.808196632317223,4.0,5.0,25.0,0.08448978513479233,0.09935617446899414,17.595487594604492,county
2844,51049.0,VA,Cumberland,2.0,2.0,0.0,0.20036064899999997,0.205296654,2.463559844,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,-22.222222222,0.901622921,0.718538288,-20.306120121,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666668,5.0,-42.307692307692314,0.8799539716384067,0.5096320456630313,-42.0842382569016,1.0,,,0.10018032789230348,,,county
2845,51051.0,VA,Dickenson,4.0,5.0,25.0,0.253453301,0.332446809,31.166888298000003,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,11.111111111,0.570269928,0.664893617,16.592789598,0.0,0.0,0.0,0.0,0.0,0.0,23.916666666666668,20.0,-16.376306620209064,1.5243254727002338,1.3529968881071577,-11.239632720273313,3.0,2.0,-33.33333206176758,0.1901622712612152,0.1332622617483139,-29.921817779541016,county
2846,51053.0,VA,Dinwiddie,6.0,4.0,-33.333333333,0.21341680300000002,0.14272970599999998,-33.121617603000004,0.0,0.0,0.0,0.0,0.0,0.0,17.0,19.0,11.764705882000001,0.604680942,0.6779661020000001,12.119641077,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.249999999999996,1.0416666666666519,0.8573265699792812,0.8596851956891661,0.27511403384382177,4.0,3.0,-25.0,0.14228293299674988,0.10585370659828186,-25.603370666503906,county
2847,51057.0,VA,Essex,2.0,2.0,0.0,0.17911517100000002,0.180245133,0.6308579670000001,1.0,1.0,0.0,0.089557586,0.09012256699999999,0.6308579670000001,9.0,10.0,11.111111111,0.80601827,0.9012256670000001,11.812064408,0.0,0.0,0.0,0.0,0.0,0.0,10.833333333333332,14.416666666666666,33.07692307692309,0.9644203092079884,1.3072784427517832,35.55069613013029,3.0,3.0,0.0,0.2686486840248108,0.270611584186554,0.7306569218635559,county
2848,51059.0,VA,Fairfax,178.0,193.0,8.426966292000001,0.16098108,0.168612555,4.7406032730000005,4.0,10.0,150.0,0.00361755,0.008736399999999998,141.500354698,263.0,247.0,-6.08365019,0.237854068,0.215789124,-9.276672836,60.0,60.0,0.0,0.0542633,0.0524184,-3.3998581210000003,349.3333333333333,368.66666666666674,5.534351145038195,0.3122945724514468,0.3210171308789165,2.7930547620470847,60.0,78.0,30.0,0.05437875911593437,0.06822779774665833,25.467735290527344,county
2849,51061.0,VA,Fauquier,14.0,9.0,-35.714285714,0.211918926,0.13084438199999998,-38.257339746999996,0.0,1.0,,0.0,0.014538299999999999,,33.0,34.0,3.03030303,0.499523182,0.49430100000000005,-1.045433399,3.0,3.0,0.0,0.0454112,0.0436148,-3.955861828,30.166666666666664,33.25,10.22099447513813,0.453347760311783,0.4786583171381271,5.583033388967697,5.0,6.0,20.0,0.07571741938591002,0.08719662576913834,15.160588264465332,county
2850,51063.0,VA,Floyd,3.0,3.0,0.0,0.194817845,0.19159535100000002,-1.654106527,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,-22.222222222,0.584453536,0.447055818,-23.508749521,0.0,2.0,,0.0,0.127730234,,12.416666666666668,12.166666666666668,-2.013422818791946,0.8068009529997835,0.7722416164180683,-4.283502201282656,2.0,2.0,0.0,0.12987856566905975,0.12759169936180115,-1.760772705078125,county
2851,51065.0,VA,Fluvanna,4.0,3.0,-25.0,0.15410695,0.114639459,-25.610455119,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,-14.285714286,0.269687163,0.229278918,-14.983377277999999,2.0,0.0,-100.0,0.077053475,0.0,-100.0,11.583333333333334,12.416666666666666,7.194244604316537,0.4460789977022118,0.4694036997832552,5.228827674288791,3.0,2.0,-33.33333206176758,0.11557130515575408,0.07654330134391785,-33.769630432128906,county
2852,51067.0,VA,Franklin,5.0,4.0,-20.0,0.08874216900000001,0.07122634,-19.737887071,1.0,1.0,0.0,0.0177484,0.0178066,0.327641162,35.0,36.0,2.857142857,0.62119518,0.641037056,3.194145195,1.0,1.0,0.0,0.0177484,0.0178066,0.327641162,46.75,47.0,0.53475935828877,0.8287390757121837,0.8326689697936044,0.4742016150310579,4.0,4.0,0.0,0.0709962546825409,0.07124029099941254,0.3437312543392181,county
2853,51069.0,VA,Frederick,10.0,8.0,-20.0,0.125741877,0.09446884900000001,-24.870813849,3.0,3.0,0.0,0.0377226,0.03542580000000001,-6.088517311,38.0,45.0,18.421052632000002,0.47781913299999995,0.531387275,11.210966342,3.0,4.0,33.333333333,0.0377226,0.0472344,25.215310251,44.24999999999999,47.91666666666667,8.286252354048992,0.5509418927499782,0.5540523873394694,0.5645776134331401,8.0,10.0,25.0,0.10060615092515944,0.1181083768606186,17.396774291992188,county
2854,51071.0,VA,Giles,6.0,5.0,-16.666666667,0.34987462799999997,0.29608574600000004,-15.373758907000001,1.0,1.0,0.0,0.0583124,0.059217099999999995,1.5514893109999999,16.0,16.0,0.0,0.9329990090000001,0.947474389,1.5514893109999999,0.0,0.0,0.0,0.0,0.0,0.0,23.25,22.916666666666668,-1.4336917562723963,1.3734640831758034,1.3610896636376235,-0.900964188999177,4.0,6.0,50.0,0.2332497537136078,0.3563368618488312,52.7705192565918,county
2855,51073.0,VA,Gloucester,5.0,5.0,0.0,0.135556459,0.134767257,-0.58219455,1.0,1.0,0.0,0.0271113,0.026953500000000002,-0.58219455,24.0,20.0,-16.666666667,0.650671004,0.539069028,-17.151828792,6.0,2.0,-66.666666667,0.162667751,0.053906899999999994,-66.860731517,29.916666666666668,28.333333333333332,-5.292479108635105,0.8110574924542283,0.7597697450749042,-6.323564957661552,4.0,4.0,0.0,0.1084451675415039,0.10777603834867476,-0.6170207858085632,county
2856,51075.0,VA,Goochland,2.0,2.0,0.0,0.09355849699999999,0.088987764,-4.885428254,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,-15.384615385,0.608130233,0.48943270299999997,-19.518439292,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.416666666666666,49.07407407407407,0.4216049093549445,0.5914333994563221,40.28143086882343,2.0,2.0,0.0,0.09357162564992903,0.08903926610946655,-4.843732833862305,county
2857,51077.0,VA,Grayson,1.0,1.0,0.0,0.065078745,0.063015943,-3.169701935,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,140.0,0.325393726,0.7561913159999999,132.39271535700001,0.0,0.0,0.0,0.0,0.0,0.0,10.25,11.583333333333332,13.0081300813008,0.6750971481261938,0.7394403659963825,9.53095684803,1.0,1.0,0.0,0.0650787428021431,0.06301991641521454,-3.16359281539917,county
2858,51079.0,VA,Greene,3.0,2.0,-33.333333333,0.160711416,0.10346076300000001,-35.623264877,1.0,1.0,0.0,0.05357050000000001,0.051730399999999996,-3.434897315,8.0,8.0,0.0,0.428563776,0.41384305,-3.434897315,0.0,2.0,,0.0,0.10346076300000001,,9.916666666666668,10.0,0.8403361344537695,0.5282971960293361,0.5098919029165817,-3.483889986751391,2.0,2.0,0.0,0.10715242475271224,0.10343936085700987,-3.465216875076294,county
2859,51081.0,VA,Greensville,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,50.0,0.6685609229999999,1.038871093,55.389143796999996,0.0,0.0,0.0,0.0,0.0,0.0,8.166666666666666,22.25,172.44897959183675,0.6891120299271509,1.9051288637725832,176.46141426002717,,,,,,,county
2860,51083.0,VA,Halifax,9.0,9.0,0.0,0.25016677800000003,0.257407619,2.8944056739999997,1.0,1.0,0.0,0.027796299999999996,0.0286008,2.8944056739999997,30.0,32.0,6.666666667,0.83388926,0.915227091,9.754032719,1.0,1.0,0.0,0.027796299999999996,0.0286008,2.8944056739999997,47.916666666666664,42.75,-10.78260869565217,1.33662491747794,1.2368717993229754,-7.463059894408322,4.0,3.0,-25.0,0.11117596179246902,0.0857878178358078,-22.836000442504886,county
2861,51085.0,VA,Hanover,13.0,14.0,7.692307692000001,0.130122315,0.134167729,3.108931664,3.0,3.0,0.0,0.030028199999999998,0.0287502,-4.255992027,51.0,53.0,3.921568627,0.510479851,0.507920688,-0.501325047,7.0,5.0,-28.571428571,0.070065862,0.047917,-31.611422876,58.75000000000001,69.25,17.872340425531902,0.5836015417014344,0.6537768001283951,12.024515600553668,8.0,13.0,62.5,0.08008168637752533,0.12458312511444093,55.5700569152832,county
2862,51087.0,VA,Henrico,62.0,71.0,14.516129032,0.199477498,0.21769324899999998,9.131732307,7.0,8.0,14.285714286,0.022521700000000002,0.0245288,8.912151357,142.0,144.0,1.408450704,0.456867817,0.44151870200000004,-3.359640345,20.0,25.0,25.0,0.06434758,0.076652552,19.122665547,223.7500000000001,242.58333333333331,8.417132216014835,0.7104708317986108,0.7398133972556505,4.1300169048118125,38.0,34.0,-10.526315689086914,0.12239901721477507,0.10442613065242767,-14.68384838104248,county
2863,51089.0,VA,Henry,13.0,11.0,-15.384615385,0.242750173,0.21316177,-12.188828534,0.0,0.0,0.0,0.0,0.0,0.0,47.0,50.0,6.382978723,0.87763524,0.968917138,10.400892557999999,1.0,0.0,-100.0,0.018673099999999998,0.0,-100.0,70.91666666666667,72.66666666666666,2.4676850763807083,1.3388334057027067,1.418522784208848,5.952150444312769,8.0,6.0,-25.0,0.14942099153995514,0.11629484593868256,-22.169673919677734,county
2864,51091.0,VA,Highland,1.0,1.0,0.0,0.442673749,0.452079566,2.12477396,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,25.0,1.7706949980000002,2.26039783,27.65596745,0.0,0.0,0.0,0.0,0.0,0.0,3.166666666666667,2.416666666666667,-23.684210526315788,1.4105419450631032,1.0925256178420737,-22.545683829827738,,,,,,,county
2865,51093.0,VA,Isle of Wight,6.0,5.0,-16.666666667,0.170024654,0.137650039,-19.041129832,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,-26.923076923000004,0.7367734990000001,0.523070146,-29.005298468000003,6.0,2.0,-66.666666667,0.170024654,0.055060000000000005,-67.61645193300001,24.166666666666668,27.583333333333332,14.137931034482747,0.68269348475004,0.7546326694389728,10.537552546773234,3.0,4.0,33.33333206176758,0.08501473814249039,0.11013519018888474,29.548349380493164,county
2866,51095.0,VA,James City,11.0,11.0,0.0,0.161016453,0.148510173,-7.767082045,0.0,0.0,0.0,0.0,0.0,0.0,19.0,20.0,5.263157895,0.278119328,0.270018496,-2.912717942,3.0,7.0,133.33333333299998,0.0439136,0.09450647400000001,115.210141895,28.833333333333332,47.5,64.73988439306359,0.4180743447349215,0.6289391451723956,50.437153844293434,5.0,7.0,40.0,0.07320751249790193,0.09460226446390152,29.22480392456055,county
2867,51097.0,VA,King and Queen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,33.333333333,0.42943028899999997,0.566011037,31.805103533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6666666666666665,266.66666666666663,0.1419244961680386,0.5235851301823028,268.91808272645056,,,,,,,county
2868,51099.0,VA,King George,2.0,2.0,0.0,0.082379109,0.077166448,-6.327648738,1.0,1.0,0.0,0.04118959999999999,0.0385832,-6.327648738,13.0,15.0,15.384615385,0.535464206,0.57874836,8.083482225,0.0,0.0,0.0,0.0,0.0,0.0,13.583333333333334,19.5,43.55828220858895,0.5544217687074829,0.7404032349925959,33.545123366762695,4.0,4.0,0.0,0.16479215025901794,0.15438054502010345,-6.318022727966309,county
2869,51101.0,VA,King William,2.0,4.0,100.0,0.124882922,0.243724104,95.16207652899999,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,-25.0,0.499531689,0.365586156,-26.814221301,2.0,2.0,0.0,0.124882922,0.121862052,-2.418961735,15.166666666666666,10.583333333333332,-30.219780219780223,0.9490436560081764,0.6334290958423111,-33.25606342424632,2.0,2.0,0.0,0.12488292157649995,0.12189175933599472,-2.3951730728149414,county
2870,51103.0,VA,Lancaster,6.0,3.0,-50.0,0.5321035829999999,0.278344776,-47.68973835600001,1.0,1.0,0.0,0.08868393,0.092781592,4.620523288,14.0,11.0,-21.428571429,1.241575027,1.020597513,-17.798160274,1.0,3.0,200.0,0.08868393,0.278344776,213.861569865,17.583333333333336,16.583333333333332,-5.687203791469213,1.5649104070250386,1.5372018291929304,-1.7706175195539415,3.0,3.0,0.0,0.2660989761352539,0.27857738733291626,4.689387321472168,county
2871,51105.0,VA,Lee,6.0,6.0,0.0,0.234990013,0.24946987699999998,6.16190595,1.0,1.0,0.0,0.039165,0.0415783,6.16190595,18.0,23.0,27.777777778,0.7049700390000001,0.9563011929999999,35.651324269,0.0,1.0,,0.0,0.0415783,,31.166666666666668,32.166666666666664,3.2085561497326087,1.2234696815053256,1.3539299043129331,10.663134917008534,6.0,7.0,16.66666603088379,0.2349992096424103,0.29086679220199585,23.77351951599121,county
2872,51107.0,VA,Loudoun,49.0,58.0,18.367346939,0.149894768,0.150150539,0.170633777,4.0,6.0,50.0,0.0122363,0.015532800000000001,26.940372114000002,83.0,74.0,-10.843373494000002,0.253903382,0.191571377,-24.549497699,16.0,20.0,25.0,0.0489452,0.051775999999999996,5.783643429,94.41666666666667,109.74999999999999,16.240070609002625,0.2802529746886793,0.2756983520900321,-1.6251826064314467,20.0,25.0,25.0,0.0612897202372551,0.06484680622816086,5.803723812103272,county
2873,51109.0,VA,Louisa,4.0,4.0,0.0,0.119542154,0.113391541,-5.145141172,1.0,1.0,0.0,0.029885500000000002,0.028347900000000006,-5.145141172,23.0,20.0,-13.043478260999999,0.687367383,0.566957705,-17.517514063,3.0,0.0,-100.0,0.089656615,0.0,-100.0,16.75,24.083333333333336,43.781094527363194,0.5010469638049656,0.6715932329429263,34.03798075989269,5.0,4.0,-20.0,0.14942769706249234,0.11329519003629684,-24.18059539794922,county
2874,51111.0,VA,Lunenburg,3.0,4.0,33.333333333,0.232360003,0.32610468,40.344583945,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,33.333333333,0.464720006,0.652209359,40.344583945,0.0,0.0,0.0,0.0,0.0,0.0,9.416666666666666,8.25,-12.389380530973446,0.7480669420612224,0.6742950551695954,-9.861669156019115,2.0,1.0,-50.0,0.15491867065429688,0.0815461128950119,-47.36198425292969,county
2875,51113.0,VA,Madison,5.0,5.0,0.0,0.380459595,0.381446445,0.25938358300000003,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,33.333333333,0.456551514,0.6103143120000001,33.67917811,0.0,0.0,0.0,0.0,0.0,0.0,10.416666666666668,10.0,-4.0000000000000115,0.7891414141414143,0.7531821947729156,-4.55675227837615,1.0,1.0,0.0,0.07609191536903381,0.07647598534822464,0.5047447681427002,county
2876,51115.0,VA,Mathews,2.0,2.0,0.0,0.2236386,0.227117874,1.555757438,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,-16.666666667,0.6709158000000001,0.567794685,-15.370202135,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.5628095452498875,0.5695409499943046,1.1960359949880366,1.0,1.0,0.0,0.11180679500102997,0.11377858370542525,1.7635678052902222,county
2877,51117.0,VA,Mecklenburg,8.0,5.0,-37.5,0.245647435,0.162411486,-33.884314299,1.0,1.0,0.0,0.0307059,0.0324823,5.785097122000001,34.0,32.0,-5.882352941000001,1.044001597,1.039433509,-0.43755565,3.0,2.0,-33.333333333,0.092117788,0.064964594,-29.476601919,42.83333333333333,49.08333333333333,14.591439688715955,1.349123856919378,1.5995350757131372,18.5610251801161,6.0,5.0,-16.66666603088379,0.18426387012004847,0.16219547390937805,-11.976518630981445,county
